OID_,ZCTA5CE20,AFFGEOID20,GEOID20,NAME20,LSAD20,ALAND20,AWATER20,ORIG_FID,Latitude,Longitude
452,20120,860Z200US20120,20120,20120,Z5,46568170.000000000000000,787015.000000000000000,452,38.855736516127365,-77.479857373918605
453,22920,860Z200US22920,22920,22920,Z5,200644610.000000000000000,352196.000000000000000,453,37.972943523624792,-78.812765477844493
454,23976,860Z200US23976,23976,23976,Z5,22414436.000000000000000,28182.000000000000000,454,36.848247637018858,-78.579690384703440
455,21758,860Z200US21758,21758,21758,Z5,82926333.000000000000000,7323581.000000000000000,455,39.345659249175071,-77.662633269010144
456,24138,860Z200US24138,24138,24138,Z5,65070879.000000000000000,13325.000000000000000,456,37.050526405369339,-80.316830722559757
457,22820,860Z200US22820,22820,22820,Z5,50053126.000000000000000,94713.000000000000000,457,38.743866617350591,-79.009474531624278
458,23298,860Z200US23298,23298,23298,Z5,288664.000000000000000,0.000000000000000,458,37.541660281496831,-77.429565151010877
459,22724,860Z200US22724,22724,22724,Z5,42615926.000000000000000,251296.000000000000000,459,38.632856029781976,-77.907523080525721
460,23055,860Z200US23055,23055,23055,Z5,36176259.000000000000000,724098.000000000000000,460,37.770570102528268,-78.218508842808831
461,21851,860Z200US21851,21851,21851,Z5,268394407.000000000000000,5021460.000000000000000,461,38.078254369943295,-75.543744146774941
462,20812,860Z200US20812,20812,20812,Z5,458152.000000000000000,362045.000000000000000,462,38.966769771108090,-77.143572479186503
463,23219,860Z200US23219,23219,23219,Z5,3437193.000000000000000,391747.000000000000000,463,37.540753467198783,-77.434843991556932
464,23011,860Z200US23011,23011,23011,Z5,53813003.000000000000000,10798234.000000000000000,464,37.475604655430573,-76.806912576154446
465,24326,860Z200US24326,24326,24326,Z5,133861466.000000000000000,59043.000000000000000,465,36.727714081539659,-81.196246633075646
466,23220,860Z200US23220,23220,23220,Z5,12524598.000000000000000,718490.000000000000000,466,37.549225666331495,-77.460096942020243
467,24350,860Z200US24350,24350,24350,Z5,126262452.000000000000000,511104.000000000000000,467,36.811086693196387,-81.017570913566772
468,24351,860Z200US24351,24351,24351,Z5,29484935.000000000000000,30499.000000000000000,468,36.580808387297282,-80.765906447924181
469,23831,860Z200US23831,23831,23831,Z5,61247248.000000000000000,631014.000000000000000,469,37.344366615327090,-77.449975354778758
470,23829,860Z200US23829,23829,23829,Z5,208652566.000000000000000,775959.000000000000000,470,36.733933817991385,-77.225242729967988
471,22989,860Z200US22989,22989,22989,Z5,4494908.000000000000000,104917.000000000000000,471,38.293275767262912,-78.119433514245259
472,23004,860Z200US23004,23004,23004,Z5,99439965.000000000000000,594680.000000000000000,472,37.683066895720685,-78.405662273395137
473,23667,860Z200US23667,23667,23667,Z5,235296.000000000000000,0.000000000000000,473,37.020805639168941,-76.330925858041894
474,23874,860Z200US23874,23874,23874,Z5,120894452.000000000000000,131646.000000000000000,474,36.607614176453126,-77.098026029977291
475,23230,860Z200US23230,23230,23230,Z5,11028319.000000000000000,76965.000000000000000,475,37.587002369663708,-77.491528339261436
476,23875,860Z200US23875,23875,23875,Z5,92194956.000000000000000,931510.000000000000000,476,37.229424832090388,-77.258449991473867
477,23878,860Z200US23878,23878,23878,Z5,94850467.000000000000000,873996.000000000000000,477,36.829084093256370,-77.020644398719980
478,24012,860Z200US24012,24012,24012,Z5,52666821.000000000000000,123002.000000000000000,478,37.315865423350658,-79.898331821756130
479,24422,860Z200US24422,24422,24422,Z5,205949318.000000000000000,1391929.000000000000000,479,37.830403815783541,-79.751296301383150
480,24432,860Z200US24432,24432,24432,Z5,107852087.000000000000000,358965.000000000000000,480,38.176401861656643,-79.438437373585884
481,23954,860Z200US23954,23954,23954,Z5,174102780.000000000000000,259181.000000000000000,481,37.108917733766475,-78.387037062910110
482,23227,860Z200US23227,23227,23227,Z5,29727698.000000000000000,1053211.000000000000000,482,37.614861823414458,-77.442340340834050
483,23960,860Z200US23960,23960,23960,Z5,110478978.000000000000000,664365.000000000000000,483,37.315310276348214,-78.557911395694305
484,24411,860Z200US24411,24411,24411,Z5,4766226.000000000000000,1318.000000000000000,484,38.117849690410935,-79.330520449359199
485,24413,860Z200US24413,24413,24413,Z5,61415693.000000000000000,23545.000000000000000,485,38.507525552562242,-79.559253516736362
486,24415,860Z200US24415,24415,24415,Z5,5798427.000000000000000,9761.000000000000000,486,37.910990123595354,-79.311257660912304
487,23963,860Z200US23963,23963,23963,Z5,53803179.000000000000000,87376.000000000000000,487,37.194996668061833,-78.801694407970501
488,23943,860Z200US23943,23943,23943,Z5,772118.000000000000000,6610.000000000000000,488,37.241806335593992,-78.460407676473039
489,23223,860Z200US23223,23223,23223,Z5,43177450.000000000000000,850836.000000000000000,489,37.555947534750999,-77.379291691558308
490,24363,860Z200US24363,24363,24363,Z5,197956319.000000000000000,2066108.000000000000000,490,36.613704087673568,-81.400839124126264
491,24366,860Z200US24366,24366,24366,Z5,54074243.000000000000000,45167.000000000000000,491,37.264259275645088,-81.103149628752305
492,23839,860Z200US23839,23839,23839,Z5,88977453.000000000000000,104326.000000000000000,492,37.087179951693486,-76.918951012379296
493,23225,860Z200US23225,23225,23225,Z5,36128442.000000000000000,1689820.000000000000000,493,37.518724168985273,-77.510431542781419
494,24374,860Z200US24374,24374,24374,Z5,67145997.000000000000000,276760.000000000000000,494,36.791289777601207,-81.201780149933938
495,24377,860Z200US24377,24377,24377,Z5,91169059.000000000000000,98766.000000000000000,495,37.002060951951421,-81.569611119857257
496,23857,860Z200US23857,23857,23857,Z5,37324672.000000000000000,1442492.000000000000000,496,36.583890538417677,-77.885884241864233
497,23843,860Z200US23843,23843,23843,Z5,70336299.000000000000000,118473.000000000000000,497,36.849880057618634,-77.810897420679396
498,23846,860Z200US23846,23846,23846,Z5,110331175.000000000000000,61181.000000000000000,498,37.059475919677993,-76.832228280410789
499,23833,860Z200US23833,23833,23833,Z5,151095737.000000000000000,5339790.000000000000000,499,37.210940979742475,-77.669462021854770
500,23336,860Z200US23336,23336,23336,Z5,50030287.000000000000000,76068007.000000000000000,500,37.954622526808237,-75.337351302020920
501,23337,860Z200US23337,23337,23337,Z5,15779870.000000000000000,960716.000000000000000,501,37.933321190220795,-75.466910146885709
502,23915,860Z200US23915,23915,23915,Z5,92098280.000000000000000,225073.000000000000000,502,36.706681452487089,-78.286266418760192
503,24070,860Z200US24070,24070,24070,Z5,159323224.000000000000000,314211.000000000000000,503,37.373153583970748,-80.212380211777315
504,23347,860Z200US23347,23347,23347,Z5,27565025.000000000000000,9672123.000000000000000,504,37.360281212508028,-75.967960838222041
505,23357,860Z200US23357,23357,23357,Z5,14919136.000000000000000,71296.000000000000000,505,37.758630319034069,-75.674595126763677
506,23358,860Z200US23358,23358,23358,Z5,14359118.000000000000000,9273719.000000000000000,506,37.644061524220035,-75.864946903576708
507,23418,860Z200US23418,23418,23418,Z5,35139635.000000000000000,15868009.000000000000000,507,37.638234286982822,-75.669286901769055
508,24069,860Z200US24069,24069,24069,Z5,80526585.000000000000000,713976.000000000000000,508,36.583757008878933,-79.637792093430335
509,24482,860Z200US24482,24482,24482,Z5,42950850.000000000000000,595497.000000000000000,509,38.205035714426742,-78.997106943330721
510,23413,860Z200US23413,23413,23413,Z5,19237870.000000000000000,462791.000000000000000,510,37.465295780775705,-75.853550640649530
511,23234,860Z200US23234,23234,23234,Z5,49490153.000000000000000,1557474.000000000000000,511,37.452938120098224,-77.467526503145564
512,23236,860Z200US23236,23236,23236,Z5,37646588.000000000000000,22977.000000000000000,512,37.474381947968595,-77.586345154005642
513,24503,860Z200US24503,24503,24503,Z5,95111192.000000000000000,1784838.000000000000000,513,37.452736749301607,-79.242858207340362
514,23407,860Z200US23407,23407,23407,Z5,15673979.000000000000000,443403.000000000000000,514,37.843204189321909,-75.553631564045418
515,23315,860Z200US23315,23315,23315,Z5,77744240.000000000000000,456413.000000000000000,515,36.738608743998384,-76.842892006860609
516,23320,860Z200US23320,23320,23320,Z5,82208399.000000000000000,4935446.000000000000000,516,36.752083973296806,-76.218065490929632
517,24019,860Z200US24019,24019,24019,Z5,78320804.000000000000000,460182.000000000000000,517,37.344593275059651,-79.955650594399401
518,24014,860Z200US24014,24014,24014,Z5,70717667.000000000000000,575243.000000000000000,518,37.224253017163051,-79.912824134825939
519,24015,860Z200US24015,24015,24015,Z5,12123183.000000000000000,99288.000000000000000,519,37.255878756999095,-79.979798535274142
520,23894,860Z200US23894,23894,23894,Z5,72548691.000000000000000,181545.000000000000000,520,37.138674868550368,-77.824041658096007
521,23897,860Z200US23897,23897,23897,Z5,161574522.000000000000000,702842.000000000000000,521,36.833994567895047,-77.282322827036808
522,23899,860Z200US23899,23899,23899,Z5,6511333.000000000000000,3830182.000000000000000,522,37.230790511972600,-76.965620132063407
523,24435,860Z200US24435,24435,24435,Z5,67205062.000000000000000,63590.000000000000000,523,37.867158337087631,-79.306631616655750
524,24437,860Z200US24437,24437,24437,Z5,28379046.000000000000000,252641.000000000000000,524,38.211616409070075,-78.933073102041988
525,24440,860Z200US24440,24440,24440,Z5,67153837.000000000000000,229185.000000000000000,525,37.995943967340281,-79.165743422920571
526,23237,860Z200US23237,23237,23237,Z5,55897341.000000000000000,33788.000000000000000,526,37.401736739259150,-77.454323036378980
527,24441,860Z200US24441,24441,24441,Z5,137118408.000000000000000,911410.000000000000000,527,38.228226523935007,-78.810917829694063
528,23301,860Z200US23301,23301,23301,Z5,74663748.000000000000000,17912405.000000000000000,528,37.684023599909267,-75.639682359453275
529,23306,860Z200US23306,23306,23306,Z5,30585574.000000000000000,9090201.000000000000000,529,37.568582044525783,-75.881423648982150
530,24459,860Z200US24459,24459,24459,Z5,124369712.000000000000000,57269.000000000000000,530,38.029548973806129,-79.286205985018171
531,24471,860Z200US24471,24471,24471,Z5,42661220.000000000000000,652828.000000000000000,531,38.308380868482345,-78.796464451872907
532,23879,860Z200US23879,23879,23879,Z5,88856211.000000000000000,315883.000000000000000,532,36.592244113375159,-77.595466399254860
533,24477,860Z200US24477,24477,24477,Z5,126675497.000000000000000,741637.000000000000000,533,38.004164443534307,-79.043743627166634
534,23452,860Z200US23452,23452,23452,Z5,39174227.000000000000000,6131658.000000000000000,534,36.846036345301172,-76.091967827253370
535,23455,860Z200US23455,23455,23455,Z5,39306549.000000000000000,6113067.000000000000000,535,36.889724877900846,-76.144093888322232
536,23453,860Z200US23453,23453,23453,Z5,23633068.000000000000000,485431.000000000000000,536,36.785003717047971,-76.076795620421478
537,24120,860Z200US24120,24120,24120,Z5,196350477.000000000000000,663640.000000000000000,537,36.718918326119933,-80.412778962678942
538,22641,860Z200US22641,22641,22641,Z5,12493213.000000000000000,53228.000000000000000,538,39.077947658657592,-78.385877257629318
539,22642,860Z200US22642,22642,22642,Z5,73468298.000000000000000,153567.000000000000000,539,38.915318629651097,-78.065384254779474
540,24122,860Z200US24122,24122,24122,Z5,76638741.000000000000000,29579.000000000000000,540,37.421205936504805,-79.693717171410299
541,24087,860Z200US24087,24087,24087,Z5,118422313.000000000000000,630230.000000000000000,541,37.225942014112718,-80.247485514944515
542,22645,860Z200US22645,22645,22645,Z5,94202898.000000000000000,1144568.000000000000000,542,39.021520661849138,-78.274578719732119
543,22640,860Z200US22640,22640,22640,Z5,62193640.000000000000000,127325.000000000000000,543,38.807363667699178,-78.133015732290175
544,22650,860Z200US22650,22650,22650,Z5,76091525.000000000000000,65806.000000000000000,544,38.758926330685654,-78.358167010399200
545,22652,860Z200US22652,22652,22652,Z5,180536251.000000000000000,786096.000000000000000,545,38.839196490825429,-78.428950551426794
546,22655,860Z200US22655,22655,22655,Z5,91786622.000000000000000,336138.000000000000000,546,39.064426023442309,-78.214241415808658
547,22656,860Z200US22656,22656,22656,Z5,22756381.000000000000000,154962.000000000000000,547,39.217243606307420,-78.089034471263801
548,24093,860Z200US24093,24093,24093,Z5,13611412.000000000000000,1836400.000000000000000,548,37.387841461814048,-80.856567187026030
549,24101,860Z200US24101,24101,24101,Z5,143928226.000000000000000,4162214.000000000000000,549,37.177020195225907,-79.801113915174994
550,24102,860Z200US24102,24102,24102,Z5,83891318.000000000000000,3647320.000000000000000,550,36.839938952620628,-79.998928031603327
551,24079,860Z200US24079,24079,24079,Z5,100507574.000000000000000,78148.000000000000000,551,37.053894475249876,-80.154178195167560
552,24082,860Z200US24082,24082,24082,Z5,27333536.000000000000000,21262.000000000000000,552,36.629217526967352,-80.132056740725943
553,24083,860Z200US24083,24083,24083,Z5,26060266.000000000000000,1124370.000000000000000,553,37.406122588087044,-79.920319656726747
554,23421,860Z200US23421,23421,23421,Z5,83503178.000000000000000,14558297.000000000000000,554,37.766018348567968,-75.614445775751904
555,24086,860Z200US24086,24086,24086,Z5,16916202.000000000000000,560805.000000000000000,555,37.272684737011048,-80.635825356854696
556,22639,860Z200US22639,22639,22639,Z5,84662683.000000000000000,557105.000000000000000,556,38.826251358813238,-78.032097342118618
557,23432,860Z200US23432,23432,23432,Z5,35168095.000000000000000,5395409.000000000000000,557,36.871017228362462,-76.551003271783543
558,24562,860Z200US24562,24562,24562,Z5,59168354.000000000000000,2562071.000000000000000,558,37.705779832473354,-78.622401395607881
559,23434,860Z200US23434,23434,23434,Z5,535540859.000000000000000,21829783.000000000000000,559,36.701634681095697,-76.590737254220869
560,22620,860Z200US22620,22620,22620,Z5,118397634.000000000000000,2924558.000000000000000,560,39.064162767597679,-78.033170030072768
561,24565,860Z200US24565,24565,24565,Z5,150601736.000000000000000,1012175.000000000000000,561,36.852590485662461,-79.185877018609460
562,23435,860Z200US23435,23435,23435,Z5,92404619.000000000000000,27555315.000000000000000,562,36.837519060456316,-76.480297977169869
563,24566,860Z200US24566,24566,24566,Z5,96409903.000000000000000,231151.000000000000000,563,36.727464893789886,-79.250693837550500
564,23440,860Z200US23440,23440,23440,Z5,4107047.000000000000000,3418489.000000000000000,564,37.830476664466516,-75.990188530476246
565,24571,860Z200US24571,24571,24571,Z5,132101367.000000000000000,3487884.000000000000000,565,37.136706481019360,-79.379840484450767
566,22601,860Z200US22601,22601,22601,Z5,25316583.000000000000000,54462.000000000000000,566,39.174294359597070,-78.174293859673867
567,24578,860Z200US24578,24578,24578,Z5,91489998.000000000000000,57378.000000000000000,567,37.662686821039983,-79.556933536553458
568,22624,860Z200US22624,22624,22624,Z5,53161835.000000000000000,176231.000000000000000,568,39.265356467027402,-78.095063808647808
569,24076,860Z200US24076,24076,24076,Z5,100581875.000000000000000,14704.000000000000000,569,36.597043716894063,-80.421161232304996
570,24580,860Z200US24580,24580,24580,Z5,54523859.000000000000000,69769.000000000000000,570,36.583275877879487,-78.680000800796279
571,23043,860Z200US23043,23043,23043,Z5,17637568.000000000000000,36109718.000000000000000,571,37.555125337664265,-76.343542469509316
572,23045,860Z200US23045,23045,23045,Z5,8986504.000000000000000,1225299.000000000000000,572,37.429368887564181,-76.270704254597661
573,22743,860Z200US22743,22743,22743,Z5,149964251.000000000000000,20248.000000000000000,573,38.524768420526243,-78.371315653594479
574,22749,860Z200US22749,22749,22749,Z5,74952962.000000000000000,275518.000000000000000,574,38.619463225147797,-78.183966928031282
575,24162,860Z200US24162,24162,24162,Z5,121242423.000000000000000,381042.000000000000000,575,37.137346259622234,-80.258277011674693
576,23050,860Z200US23050,23050,23050,Z5,20020482.000000000000000,640244.000000000000000,576,37.489172632710904,-76.419864431398366
577,24153,860Z200US24153,24153,24153,Z5,262160128.000000000000000,823143.000000000000000,577,37.296740071097474,-80.116091071046071
578,24161,860Z200US24161,24161,24161,Z5,73435470.000000000000000,1985141.000000000000000,578,36.981319696946514,-79.543908962928242
579,23022,860Z200US23022,23022,23022,Z5,66994238.000000000000000,1579204.000000000000000,579,37.735300477934743,-78.264332008015742
580,23605,860Z200US23605,23605,23605,Z5,9494261.000000000000000,22609.000000000000000,580,37.017538485812508,-76.435267460924535
581,22810,860Z200US22810,22810,22810,Z5,49521725.000000000000000,240190.000000000000000,581,38.844661912817060,-78.785539071271103
582,23025,860Z200US23025,23025,23025,Z5,11381920.000000000000000,3283363.000000000000000,582,37.414468183360043,-76.362042229964914
583,23027,860Z200US23027,23027,23027,Z5,113273686.000000000000000,467836.000000000000000,583,37.645504788615142,-78.131829556189018
584,23604,860Z200US23604,23604,23604,Z5,31376277.000000000000000,36959800.000000000000000,584,37.131599687975267,-76.588483784299171
585,23504,860Z200US23504,23504,23504,Z5,10593491.000000000000000,986060.000000000000000,585,36.856800951402818,-76.265691738382998
586,23505,860Z200US23505,23505,23505,Z5,17015862.000000000000000,7526215.000000000000000,586,36.914717337035540,-76.289258151542413
587,23517,860Z200US23517,23517,23517,Z5,2139314.000000000000000,0.000000000000000,587,36.869268818601142,-76.291973330704593
588,22741,860Z200US22741,22741,22741,Z5,16905476.000000000000000,66362.000000000000000,588,38.445401061010216,-77.868188769396170
589,24148,860Z200US24148,24148,24148,Z5,183737684.000000000000000,620903.000000000000000,589,36.581563655038678,-79.872306599170201
590,23464,860Z200US23464,23464,23464,Z5,43168550.000000000000000,3261533.000000000000000,590,36.797335255117957,-76.178991660336806
591,23480,860Z200US23480,23480,23480,Z5,4991169.000000000000000,85131.000000000000000,591,37.613887853141989,-75.690777659861055
592,22728,860Z200US22728,22728,22728,Z5,125476748.000000000000000,613255.000000000000000,592,38.577730914949825,-77.686389982311823
593,22731,860Z200US22731,22731,22731,Z5,4915409.000000000000000,0.000000000000000,593,38.344126299189384,-78.261513971592478
594,24149,860Z200US24149,24149,24149,Z5,142726119.000000000000000,1308113.000000000000000,594,37.022765691783320,-80.434232452865388
595,24150,860Z200US24150,24150,24150,Z5,172031581.000000000000000,591581.000000000000000,595,37.402314479929373,-80.596916616608553
596,22733,860Z200US22733,22733,22733,Z5,115632015.000000000000000,1012974.000000000000000,596,38.331909015488748,-78.046700858158033
597,24529,860Z200US24529,24529,24529,Z5,94954723.000000000000000,7612030.000000000000000,597,36.624526663175004,-78.640021346607796
598,22735,860Z200US22735,22735,22735,Z5,82575144.000000000000000,244801.000000000000000,598,38.479409177791354,-78.183361496335976
599,24593,860Z200US24593,24593,24593,Z5,90449112.000000000000000,204407.000000000000000,599,37.326503846475362,-78.913411922022533
600,24594,860Z200US24594,24594,24594,Z5,142811784.000000000000000,1029872.000000000000000,600,36.642170716005808,-79.185035335912005
601,24534,860Z200US24534,24534,24534,Z5,148903289.000000000000000,751468.000000000000000,601,36.878342693860304,-78.766918114579312
602,22740,860Z200US22740,22740,22740,Z5,190491310.000000000000000,107930.000000000000000,602,38.638043161063081,-78.261629969747275
603,24133,860Z200US24133,24133,24133,Z5,105112942.000000000000000,0.000000000000000,603,36.675609039425694,-80.127927556611382
604,24597,860Z200US24597,24597,24597,Z5,128008924.000000000000000,649481.000000000000000,604,36.785540047535221,-79.109505201004197
605,24598,860Z200US24598,24598,24598,Z5,191535638.000000000000000,3169723.000000000000000,605,36.605204169636750,-78.782806603541871
606,24541,860Z200US24541,24541,24541,Z5,194668668.000000000000000,2673284.000000000000000,606,36.590722786927131,-79.515719331182140
607,24649,860Z200US24649,24649,24649,Z5,83878175.000000000000000,268726.000000000000000,607,37.083027349232850,-81.921981753654961
608,24550,860Z200US24550,24550,24550,Z5,164039136.000000000000000,404050.000000000000000,608,37.234920700629857,-79.268973622034991
609,24599,860Z200US24599,24599,24599,Z5,125692664.000000000000000,1473803.000000000000000,609,37.632895641520690,-78.724516467760736
610,24601,860Z200US24601,24601,24601,Z5,812088.000000000000000,0.000000000000000,610,37.190679084072542,-81.640494723052996
611,22709,860Z200US22709,22709,22709,Z5,30338391.000000000000000,118508.000000000000000,611,38.327685971830192,-78.217314440608902
612,24630,860Z200US24630,24630,24630,Z5,172838364.000000000000000,195834.000000000000000,612,37.172924304013463,-81.478201297651708
613,23457,860Z200US23457,23457,23457,Z5,175840834.000000000000000,100560639.000000000000000,613,36.616819421978789,-76.015797858884014
614,23459,860Z200US23459,23459,23459,Z5,4340331.000000000000000,1639983.000000000000000,614,36.916045919883345,-76.170484266235860
615,22713,860Z200US22713,22713,22713,Z5,57699706.000000000000000,546559.000000000000000,615,38.541227126430783,-78.132041279081704
616,22714,860Z200US22714,22714,22714,Z5,54219000.000000000000000,497536.000000000000000,616,38.520678427967141,-77.893629210519634
617,24607,860Z200US24607,24607,24607,Z5,37337617.000000000000000,73573.000000000000000,617,37.294980077168873,-82.265330102702023
618,24613,860Z200US24613,24613,24613,Z5,30604530.000000000000000,479799.000000000000000,618,37.261999176820609,-81.338501861971338
619,22716,860Z200US22716,22716,22716,Z5,65643387.000000000000000,334073.000000000000000,619,38.625965264185652,-78.107947324509382
620,22718,860Z200US22718,22718,22718,Z5,64754494.000000000000000,476560.000000000000000,620,38.470739721361099,-77.820245385915769
621,22723,860Z200US22723,22723,22723,Z5,9741241.000000000000000,66266.000000000000000,621,38.337886232663550,-78.388209114259155
622,24128,860Z200US24128,24128,24128,Z5,190796426.000000000000000,743219.000000000000000,622,37.342598035570916,-80.471958380474859
623,23462,860Z200US23462,23462,23462,Z5,28563881.000000000000000,996376.000000000000000,623,36.836594939604822,-76.151039213089177
624,24147,860Z200US24147,24147,24147,Z5,15955593.000000000000000,596440.000000000000000,624,37.401783279175049,-80.828151366792099
625,24132,860Z200US24132,24132,24132,Z5,37526715.000000000000000,910250.000000000000000,625,37.205342288116128,-80.647072094901205
626,22911,860Z200US22911,22911,22911,Z5,133093145.000000000000000,1427351.000000000000000,626,38.095228664371405,-78.407800549155979
627,23669,860Z200US23669,23669,23669,Z5,31308972.000000000000000,5199564.000000000000000,627,37.050504494287054,-76.339526398524413
628,23690,860Z200US23690,23690,23690,Z5,29705128.000000000000000,6441784.000000000000000,628,37.218288443556901,-76.523696876809367
629,23691,860Z200US23691,23691,23691,Z5,27893993.000000000000000,17470662.000000000000000,629,37.259055699361113,-76.573210046706265
630,23072,860Z200US23072,23072,23072,Z5,92195862.000000000000000,85983155.000000000000000,630,37.295422938417914,-76.481485847593774
631,23075,860Z200US23075,23075,23075,Z5,11935671.000000000000000,1082302.000000000000000,631,37.549359606860435,-77.315930449630514
632,23083,860Z200US23083,23083,23083,Z5,160751834.000000000000000,210452.000000000000000,632,37.318992472224863,-78.111117137945541
633,23692,860Z200US23692,23692,23692,Z5,50302433.000000000000000,23833107.000000000000000,633,37.181077788808977,-76.458686405053527
634,22850,860Z200US22850,22850,22850,Z5,34715330.000000000000000,34042.000000000000000,634,38.566667270777998,-78.920480612190488
635,23085,860Z200US23085,23085,23085,Z5,110895829.000000000000000,454857.000000000000000,635,37.706228713784185,-76.842055657142851
636,23606,860Z200US23606,23606,23606,Z5,25023619.000000000000000,27159362.000000000000000,636,37.078468135396179,-76.495576227560832
637,23662,860Z200US23662,23662,23662,Z5,39773690.000000000000000,17765730.000000000000000,637,37.130928538321427,-76.356906075854681
638,24226,860Z200US24226,24226,24226,Z5,67661719.000000000000000,320210.000000000000000,638,37.142223266890312,-82.333831853257379
639,23091,860Z200US23091,23091,23091,Z5,67582938.000000000000000,1754507.000000000000000,639,37.646470208133678,-76.801673632232280
640,24217,860Z200US24217,24217,24217,Z5,68058047.000000000000000,411774.000000000000000,640,37.101397545260568,-82.177831160479627
641,23666,860Z200US23666,23666,23666,Z5,50215841.000000000000000,1928364.000000000000000,641,37.058180398606567,-76.408169882234233
642,23068,860Z200US23068,23068,23068,Z5,2182404.000000000000000,3827228.000000000000000,642,37.495127072756247,-76.337303099958035
643,23070,860Z200US23070,23070,23070,Z5,8193064.000000000000000,3037534.000000000000000,643,37.550613427267933,-76.385273699621507
644,23608,860Z200US23608,23608,23608,Z5,27839239.000000000000000,557896.000000000000000,644,37.150933905075703,-76.543431856994573
645,24179,860Z200US24179,24179,24179,Z5,123054771.000000000000000,1162981.000000000000000,645,37.285509074784045,-79.799625024575164
646,24185,860Z200US24185,24185,24185,Z5,91548145.000000000000000,0.000000000000000,646,36.808675986707499,-80.275563345671856
647,23065,860Z200US23065,23065,23065,Z5,44006151.000000000000000,438268.000000000000000,647,37.801596853412093,-77.929786684507860
648,23651,860Z200US23651,23651,23651,Z5,2033725.000000000000000,13138022.000000000000000,648,37.013880946648442,-76.304656190730554
649,22821,860Z200US22821,22821,22821,Z5,187782375.000000000000000,722507.000000000000000,649,38.463489329469041,-79.074296290541326
650,22847,860Z200US22847,22847,22847,Z5,37126250.000000000000000,112869.000000000000000,650,38.717923443512177,-78.709717177405764
651,22844,860Z200US22844,22844,22844,Z5,128462237.000000000000000,871050.000000000000000,651,38.658850764451245,-78.660391437015164
652,22846,860Z200US22846,22846,22846,Z5,28807038.000000000000000,53285.000000000000000,652,38.387915894902676,-78.792398479306314
653,23056,860Z200US23056,23056,23056,Z5,17794343.000000000000000,14268681.000000000000000,653,37.418094012428810,-76.387225839101177
654,23664,860Z200US23664,23664,23664,Z5,13927766.000000000000000,7454356.000000000000000,654,37.074682271969323,-76.292496625518822
655,23059,860Z200US23059,23059,23059,Z5,118696915.000000000000000,1239143.000000000000000,655,37.704233299826967,-77.565418430915827
656,24174,860Z200US24174,24174,24174,Z5,81482919.000000000000000,68650.000000000000000,656,37.350868690337848,-79.667606054575742
657,23607,860Z200US23607,23607,23607,Z5,15548811.000000000000000,40616634.000000000000000,657,36.987480588958078,-76.422328580999192
658,24282,860Z200US24282,24282,24282,Z5,39828252.000000000000000,33639.000000000000000,658,36.821592708236949,-83.055317215816842
659,23805,860Z200US23805,23805,23805,Z5,185174691.000000000000000,1044959.000000000000000,659,37.129215542962982,-77.395294808108872
660,22972,860Z200US22972,22972,22972,Z5,42633629.000000000000000,206458.000000000000000,660,38.217467029579780,-78.234522757519187
661,24283,860Z200US24283,24283,24283,Z5,66963939.000000000000000,416666.000000000000000,661,36.941543761135733,-82.345540558649816
662,24290,860Z200US24290,24290,24290,Z5,12996110.000000000000000,372493.000000000000000,662,36.611862295908281,-82.566867655917576
663,24292,860Z200US24292,24292,24292,Z5,67394247.000000000000000,20700.000000000000000,663,36.614704166164415,-81.579095701105700
664,23177,860Z200US23177,23177,23177,Z5,53631003.000000000000000,5164561.000000000000000,664,37.730891516530335,-77.002971038782391
665,24280,860Z200US24280,24280,24280,Z5,25864967.000000000000000,42383.000000000000000,665,36.955748437740283,-81.941669938516839
666,24293,860Z200US24293,24293,24293,Z5,146710241.000000000000000,899052.000000000000000,666,37.005587950023937,-82.564577638447247
667,23156,860Z200US23156,23156,23156,Z5,108956596.000000000000000,13199565.000000000000000,667,37.524404728595414,-76.711054842007286
668,23801,860Z200US23801,23801,23801,Z5,17180281.000000000000000,0.000000000000000,668,37.236128333655699,-77.335831347538601
669,22931,860Z200US22931,22931,22931,Z5,36229543.000000000000000,74558.000000000000000,669,37.903733803372404,-78.716963717501528
670,24301,860Z200US24301,24301,24301,Z5,221222992.000000000000000,3938430.000000000000000,670,37.063191054123877,-80.797352986151338
671,23114,860Z200US23114,23114,23114,Z5,31434785.000000000000000,211132.000000000000000,671,37.483174155562892,-77.660562839903093
672,23153,860Z200US23153,23153,23153,Z5,34387251.000000000000000,566862.000000000000000,672,37.776408716189337,-77.957195540142038
673,23176,860Z200US23176,23176,23176,Z5,12016976.000000000000000,7998168.000000000000000,673,37.569265950163526,-76.420160616818976
674,23120,860Z200US23120,23120,23120,Z5,163637528.000000000000000,1828711.000000000000000,674,37.408714471096005,-77.784673103480884
675,24324,860Z200US24324,24324,24324,Z5,101600760.000000000000000,2941916.000000000000000,675,36.974612978506229,-80.788352854400671
676,23128,860Z200US23128,23128,23128,Z5,22150441.000000000000000,5670159.000000000000000,676,37.451401959332998,-76.432158667388535
677,23138,860Z200US23138,23138,23138,Z5,29336756.000000000000000,41302119.000000000000000,677,37.362445500259696,-76.300616375845038
678,22936,860Z200US22936,22936,22936,Z5,96751506.000000000000000,2079449.000000000000000,678,38.167110174195216,-78.499756309306179
